epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,160.26,2.00291,5.50463,5.09997,2.00348,0.00726,0.56522,0.03659,0.01729,0.00545,0.42391,0.02709,0.01222,0.61259,1.63415,55.8234,0.70439,8.888e-05,8.888e-05,8.888e-05
